Date,Close,High,Low,Open,Volume,Ticker,Returns
2010-06-30,7.577766895294189,7.77178240507545,7.531974884414947,7.733822708906166,739452000,AAPL,-0.018112645876892652
2010-07-01,7.485877513885498,7.676278469131296,7.327411570704109,7.661214784195254,1022896000,AAPL,-0.012126182116495854
2010-07-02,7.439483165740967,7.559688558999236,7.326808408441865,7.5464317114433,693842800,AAPL,-0.00619758312348484
2010-07-06,7.490399837493896,7.616027396976912,7.415986412639074,7.561799719759464,615235600,AAPL,0.006844114116340894
2010-07-07,7.792870998382568,7.7958845410872,7.524141988033231,7.546434642034311,654556000,AAPL,0.040381176899879856
2010-07-08,7.77539587020874,7.920305725453708,7.678990685520978,7.907652228203661,738144400,AAPL,-0.002242450590732914
2010-07-09,7.821488380432129,7.829923238671316,7.6871227378434845,7.739241875730198,433322400,AAPL,0.005927995306321376
2010-07-12,7.75129508972168,7.88867270470593,7.678087578120082,7.788652231030494,562878400,AAPL,-0.0089744160313604
2010-07-13,7.58590030670166,7.724483032952826,7.424119900733204,7.722073647089555,1190924000,AAPL,-0.02133769661786389
2010-07-14,7.613920211791992,7.706409286815389,7.501547864075277,7.512997076608507,812047600,AAPL,0.0036936822206294906
2010-07-15,7.575353145599365,7.741652190774135,7.450327386927972,7.478345436286506,824866000,AAPL,-0.005065336268286202
2010-07-16,7.528657913208008,7.681400065217287,7.483769336783639,7.627473277424832,1039858400,AAPL,-0.006164099744773388
2010-07-19,7.3985114097595215,7.528056715860409,7.218354524328284,7.528056715860409,1024478000,AAPL,-0.017286813260589562
2010-07-20,7.58860969543457,7.619037939440983,7.230705359107544,7.317771454505337,1074950800,AAPL,0.025694126175744847
2010-07-21,7.6594085693359375,7.9880905934333954,7.652178803688524,7.986282950904215,1185671200,AAPL,0.009329623836624723
2010-07-22,7.803414821624756,7.832938847460182,7.691644260930023,7.763044939758996,645318800,AAPL,0.01880122348680291
2010-07-23,7.831130504608154,7.844386549682229,7.720866724899877,7.745269496551594,533388800,AAPL,0.0035517377477605194
2010-07-26,7.811248302459717,7.835951948983938,7.763949523724809,7.832939211057886,420551600,AAPL,-0.002538867426195801
2010-07-27,7.955850601196289,7.977541493698193,7.841971605506472,7.859143796707215,584771600,AAPL,0.01851206019030749
2010-07-28,7.861859321594238,8.013397197242544,7.840470092748152,7.943503298468449,519985200,AAPL,-0.011814108171905313
2010-07-29,7.775998592376709,7.912773657370236,7.715444579635823,7.854328158650418,643806800,AAPL,-0.01092117344070187
2010-07-30,7.750091552734375,7.823901626686914,7.679293412480782,7.709119922582846,448210000,AAPL,-0.003331667223773982
2010-08-02,7.888671398162842,7.910964847965595,7.821489372813616,7.846193012267388,428055600,AAPL,0.017881059144336575
2010-08-03,7.891083717346191,7.9311519244036575,7.815466007811777,7.863367333348945,417653600,AAPL,0.00030579536928243556
2010-08-04,7.922715187072754,7.9618791612602,7.84227711597959,7.918497355043816,420375200,AAPL,0.004008507685329787
2010-08-05,7.884155750274658,7.928743471629134,7.849509662848891,7.885059169509319,289097200,AAPL,-0.0048669472381149825
2010-08-06,7.835648536682129,7.877826049501206,7.761536012201969,7.826308649905164,444897600,AAPL,-0.006152493066976739
2010-08-09,7.885659694671631,7.897710644506244,7.819983627011549,7.877524901298626,303128000,AAPL,0.006382516744514177
2010-08-10,7.815165996551514,7.84649847714467,7.759129864575624,7.828422046033234,451920000,AAPL,-0.008939480125898625
2010-08-11,7.537394523620605,7.703091849140631,7.52594692690966,7.69435531363249,620054400,AAPL,-0.03554261970295669
2010-08-12,7.585598468780518,7.625064123746245,7.414779870825899,7.431952072523857,534920400,AAPL,0.00639530609799599
2010-08-13,7.504556179046631,7.588307850489106,7.504254503125559,7.581378957933932,354869200,AAPL,-0.010683704135860395
2010-08-16,7.460574150085449,7.53197483699028,7.429844221190428,7.458766507209272,318430000,AAPL,-0.005860710202154729
2010-08-17,7.591021537780762,7.671158748687519,7.507569913292357,7.534082004068274,422640400,AAPL,0.01748489929475716
2010-08-18,7.624159336090088,7.672362328566515,7.579270756888297,7.60277010789931,339696000,AAPL,0.004365393793759997
2010-08-19,7.528058052062988,7.636514213773462,7.491905998159497,7.617232689307878,426706000,AAPL,-0.012604836781438977
2010-08-20,7.520825386047363,7.649767327126291,7.501543866951147,7.513293944885031,384230000,AAPL,-0.0009607611904165481
2010-08-23,7.405141353607178,7.5919271148209795,7.38857249886652,7.585600766322216,414041600,AAPL,-0.015381826661579279
2010-08-24,7.228296279907227,7.320784512099125,7.189734041631197,7.310843684345356,602565600,AAPL,-0.02388139067916739
2010-08-25,7.317471981048584,7.35061210079096,7.146051604417817,7.171357800478892,596867600,AAPL,0.012337029043654857
2010-08-26,7.238840579986572,7.403633715595657,7.238840579986572,7.394595502301988,466505200,AAPL,-0.01074570579370282
2010-08-27,7.279210090637207,7.3090357907518095,7.096642213754993,7.283127051766216,548391200,AAPL,0.0055767923336018654
2010-08-30,7.305720329284668,7.403632276426534,7.250889317097541,7.253299506840677,383289200,AAPL,0.0036419114598107427
2010-08-31,7.323800563812256,7.367785745046051,7.2409522594490525,7.286141731711948,420786800,AAPL,0.0024748051817853334
2010-09-01,7.541613578796387,7.575656307439088,7.4196005199663695,7.455450891193851,697037600,AAPL,0.02974043504957935
2010-09-02,7.5970458984375,7.5970458984375,7.488589763097543,7.569630389738668,415427600,AAPL,0.007350193570904162
2010-09-03,7.79587984085083,7.7961807122582,7.667238811412777,7.685013554048754,520788800,AAPL,0.02617253404434794
2010-09-07,7.766960620880127,7.818778093322968,7.719962723631428,7.731711996826294,342557600,AAPL,-0.0037095517839006442
2010-09-08,7.920901775360107,7.965187772703183,7.805816908477123,7.826303506267109,526551200,AAPL,0.01981999935291756
2010-09-09,7.925426959991455,8.029363585824473,7.920908256074984,7.984776680738759,438575200,AAPL,0.0005712966477409154
2010-09-10,7.935671329498291,7.968509769690633,7.875116505671779,7.929043306256137,387542400,AAPL,0.001292595283326703
2010-09-13,8.045028686523438,8.082385820971112,8.006467261741154,8.008274099477646,388780000,AAPL,0.013780479619745156
2010-09-14,8.07575798034668,8.109198155196168,7.999236067532538,8.020023551128352,408150400,AAPL,0.00381966243013121
2010-09-15,8.140830993652344,8.145652177149223,8.069129464552828,8.079071898532128,429368800,AAPL,0.0080578211313449
2010-09-16,8.332137107849121,8.335149845372825,8.119141793973705,8.141436051649114,652103200,AAPL,0.023499580613569382
2010-09-17,8.29598331451416,8.374011181202109,8.24506927272956,8.365876390155863,634477200,AAPL,-0.004339078062085999
2010-09-20,8.532782554626465,8.549352211005438,8.31044732222666,8.317376217230404,658677600,AAPL,0.028543842379481932
2010-09-21,8.54904842376709,8.656902001609524,8.519524403815891,8.551760289468875,668074400,AAPL,0.0019062795795499188
2010-09-22,8.668951988220215,8.675880880743838,8.508075058232773,8.517113268786927,585289600,AAPL,0.014025369668018595
2010-09-23,8.704201698303223,8.819888405183594,8.616232176491911,8.626173808032036,786116800,AAPL,0.004066202019679777
