Date,Close,High,Low,Open,Volume,Ticker,Returns
2010-06-30,7.577764987945557,7.77178044889248,7.531972988592312,7.733820762277776,739452000,AAPL,-0.018113196355735606
2010-07-01,7.485877513885498,7.676278469131296,7.327411570704109,7.661214784195254,1022896000,AAPL,-0.012125933465372718
2010-07-02,7.439482688903809,7.559688074457457,7.326807938826648,7.546431227751225,693842800,AAPL,-0.006197646821716196
2010-07-06,7.490397930145264,7.616025457638591,7.415984524239008,7.561797794229629,615235600,AAPL,0.006843922268600311
2010-07-07,7.792868614196777,7.795882155979432,7.524139686063595,7.5464323332443595,654556000,AAPL,0.04038112352271894
2010-07-08,7.775395393371582,7.920305239729748,7.678990214596005,7.907651743255696,738144400,AAPL,-0.00224220652114715
2010-07-09,7.821488857269287,7.829923716022706,7.68712320648904,7.739242347553198,433322400,AAPL,0.005928118322702902
2010-07-12,7.751295566558838,7.888673189994159,7.678088050453726,7.7886527101657546,562878400,AAPL,-0.008974415484235054
2010-07-13,7.58590030670166,7.7244830329528265,7.424119900733204,7.722073647089555,1190924000,AAPL,-0.021337756822322307
2010-07-14,7.613916873931885,7.7064059084090735,7.501544575477988,7.512993782992008,812047600,AAPL,0.003693242212196468
2010-07-15,7.57535457611084,7.741653652689122,7.450328793829883,7.478346848479279,824866000,AAPL,-0.005064712218368461
2010-07-16,7.528658390045166,7.681400551728563,7.483769810777721,7.627473760520587,1039858400,AAPL,-0.006164224472466562
2010-07-19,7.3985114097595215,7.528056715860409,7.218354524328284,7.528056715860409,1024478000,AAPL,-0.017286875501979493
2010-07-20,7.588613510131836,7.61904176943414,7.230708993890866,7.317775133055676,1074950800,AAPL,0.025694641779094418
2010-07-21,7.6594109535217285,7.988093079929829,7.652181185623866,7.986285436837974,1185671200,AAPL,0.009329430639123837
2010-07-22,7.803412914276123,7.832936932895144,7.691642380900896,7.763043042277767,645318800,AAPL,0.018800657338823745
2010-07-23,7.8311309814453125,7.844387027326547,7.720867195023079,7.745269968160679,533388800,AAPL,0.00355204414705268
2010-07-26,7.811248779296875,7.835952427329129,7.763949997674616,7.832939689219165,420551600,AAPL,-0.0025388672716042393
2010-07-27,7.955854892730713,7.977545796933089,7.8419758356124385,7.859148036076182,584771600,AAPL,0.018512547419703873
2010-07-28,7.8618621826171875,8.013400113411905,7.840472945987311,7.943506189202601,519985200,AAPL,-0.011814281605287524
2010-07-29,7.775997638702393,7.912772686921371,7.715443633388053,7.854327195369503,643806800,AAPL,-0.01092165468184425
2010-07-30,7.750088214874268,7.8238982570378015,7.679290105112481,7.709116602368669,448210000,AAPL,-0.003331974240728841
2010-08-02,7.888671875,7.910965326150299,7.821489845589902,7.846193486536906,428055600,AAPL,0.01788155905887079
2010-08-03,7.891085147857666,7.931153362178777,7.815467424615122,7.8633687588359376,417653600,AAPL,0.0003059162424177142
2010-08-04,7.92271614074707,7.961880119648768,7.8422780599714015,7.918498308210423,420375200,AAPL,0.0040084465313356965
2010-08-05,7.884150505065918,7.928738196756861,7.849504440689665,7.885053923699547,289097200,AAPL,-0.0048677290711964805
2010-08-06,7.835649013519287,7.87782652890507,7.761536484529021,7.826309126173944,444897600,AAPL,-0.0061517713944535535
2010-08-09,7.885663986206055,7.897714942599037,7.819987882803737,7.877529188405932,303128000,AAPL,0.006383003194818215
2010-08-10,7.815163612365723,7.846496083400226,7.7591274974848705,7.828419657803397,451920000,AAPL,-0.008940321824979391
2010-08-11,7.537397384643555,7.703094773058504,7.525949783587364,7.694358234234173,620054400,AAPL,-0.035541959388113886
2010-08-12,7.585599422454834,7.625065082382251,7.414780803024611,7.431953006881487,534920400,AAPL,0.006395050619128151
2010-08-13,7.5045576095581055,7.588309296965246,7.504255933579528,7.581380403089293,354869200,AAPL,-0.01068363993184629
2010-08-16,7.460572242736816,7.531972911387556,7.429842321698119,7.458764600322776,318430000,AAPL,-0.005861153862723012
2010-08-17,7.591020584106445,7.6711577849454144,7.507568970102224,7.534081057547379,422640400,AAPL,0.017485031593471367
2010-08-18,7.6241583824157715,7.672361368862686,7.579269808828905,7.602769156900482,339696000,AAPL,0.00436539434219263
2010-08-19,7.528055191040039,7.636511311531972,7.491903150876062,7.617229794394292,426706000,AAPL,-0.012605088529821673
2010-08-20,7.520827770233154,7.64976975218812,7.501546245024481,7.513296326683271,384230000,AAPL,-0.0009600648007319634
2010-08-23,7.405139446258545,7.591925159361777,7.388570595785541,7.5855988124924965,414041600,AAPL,-0.01538239240532735
2010-08-24,7.228297233581543,7.320785477975992,7.189734990217755,7.310844648910668,602565600,AAPL,-0.023881010473928543
2010-08-25,7.3174729347229,7.3506130587843765,7.146052535751194,7.171358735110383,596867600,AAPL,0.01233702741595355
2010-08-26,7.238839626312256,7.4036327402108215,7.238839626312256,7.394594528107884,466505200,AAPL,-0.010745965049971495
2010-08-27,7.279209613800049,7.3090353119608675,7.096641748877257,7.283126574672471,548391200,AAPL,0.005576858940354645
2010-08-30,7.305722236633301,7.40363420933763,7.250891210131109,7.253301400503488,383289200,AAPL,0.0036422392319888086
2010-08-31,7.323798656463623,7.367783826242291,7.240950373676731,7.286139834170862,420786800,AAPL,0.0024742823837020644
2010-09-01,7.541615009307861,7.575657744407869,7.419601927334112,7.455452305361779,697037600,AAPL,0.029740898550235872
2010-09-02,7.597050189971924,7.597050189971924,7.488593993365622,7.569634665786205,415427600,AAPL,0.007350571541459461
2010-09-03,7.795882225036621,7.796183096536006,7.667241156256747,7.68501590432871,520788800,AAPL,0.026172268195246984
2010-09-07,7.766963005065918,7.818780493414914,7.719965093390504,7.7317143701919875,342557600,AAPL,-0.003709550649422133
2010-09-08,7.920909404754639,7.965195444753886,7.805824427022173,7.826311044544804,526551200,AAPL,0.019820668591869373
2010-09-09,7.925429821014404,8.029366484367808,7.920911115466714,7.984779563186536,438575200,AAPL,0.0005706940994745224
2010-09-10,7.935670375823975,7.968508812069937,7.875115559274677,7.929042353378348,387542400,AAPL,0.0012921134930017342
2010-09-13,8.045029640197754,8.08238677907382,8.00646821084432,8.008275048794998,388780000,AAPL,0.013780721627115744
2010-09-14,8.075759887695312,8.10920007044277,7.999237956808074,8.020025445313516,408150400,AAPL,0.0038197805193920242
2010-09-15,8.140828132629395,8.145649314431912,8.069126628728748,8.079069059213866,429368800,AAPL,0.00805722877338444
2010-09-16,8.332134246826172,8.335146983315386,8.119139006087392,8.141433256107575,652103200,AAPL,0.023499588872291755
2010-09-17,8.29598617553711,8.37401406913441,8.245072116193864,8.36587927528273,634477200,AAPL,-0.004338392807680891
2010-09-20,8.532782554626465,8.549352211005438,8.31044732222666,8.317376217230404,658677600,AAPL,0.028543487667278322
2010-09-21,8.549047470092773,8.656901035903788,8.519523453435076,8.55175933549204,668074400,AAPL,0.0019061678136271798
2010-09-22,8.668954849243164,8.675883744053538,8.508077866161349,8.51711607969839,585289600,AAPL,0.014025817445728839
2010-09-23,8.704202651977539,8.819889371533105,8.616233120527863,8.62617475315724,786116800,AAPL,0.004065980657109058
2010-09-24,8.806632995605469,8.843086719842022,8.75330954904821,8.800005777080052,649488000,AAPL,0.011767918064804928
2010-09-27,8.771683692932129,8.879235585259899,8.767164989789817,8.856641265079203,482834800,AAPL,-0.003968520397157449
2010-09-28,8.642139434814453,8.790061200992916,8.28483767676632,8.790061200992916,1035042400,AAPL,-0.014768459813713664
2010-09-29,8.65750789642334,8.731017103239287,8.616234587724206,8.65329006273248,469644000,AAPL,0.0017783167842646552
2010-09-30,8.548450469970703,8.736742202961668,8.473133615880403,8.706615622219463,673391600,AAPL,-0.012596861332080489
2010-10-01,8.51138973236084,8.633703634406423,8.476141112351833,8.620749267782244,448142800,AAPL,-0.004335374900989564
2010-10-04,8.394497871398926,8.52283642932656,8.368286660517107,8.483672462125051,435302000,AAPL,-0.013733581076364465
2010-10-05,8.704804420471191,8.720168173943948,8.490301547802725,8.495725279393117,501967200,AAPL,0.03696546878992213
2010-10-06,8.712337493896484,8.796692552659632,8.593939700943482,8.724388446425351,670868800,AAPL,0.0008653926109560839
2010-10-07,8.713237762451172,8.751197441216954,8.643645554359967,8.746979609746413,408399600,AAPL,0.00010333260796180355
2010-10-08,8.859352111816406,8.872306478015606,8.736737342333484,8.78825313121122,658403200,AAPL,0.016769237033207096
2010-10-11,8.898216247558594,8.954854902378209,8.875321053805788,8.879538885880487,427753200,AAPL,0.004386792087239799
